# This file is part of the supplement to Brune, Williams, Müller: "Potential links between continental rifting, CO2 degassing and climate change through geological time", Nature Geoscience, 2017). 
# For a discussion of how the table was constructed, see the supplementary material of the publication above.
# A map of all rifts including their Region, ID, Time, and Length (visualized via circle size) is provided as separate supplementary figure.
# The table is based on the rift compilation of Şengör, A.M.C., and Natal’in, B.A., 2001: "Rifts of the World", Geological Society of America Special Papers, v. 352, p.389-482, doi: 10.1130/0-8137-2352-3.389
# 
Region,ID,Long_Min,Long_Max,Lat_Min,Lat_Max,Orientation,Name,Length,Width,Old_Age,Young_Age,Kinematic_Type_1,Geometric_Type_1,Kinematic_Type_2,Geometric_Type_2
NAM,64,-104,-102,30,33,335,Delaware,300,70,Late Proterozoic,Cambrian,k1,,,
NAM,65,-99,-96,34,35,300,Oklahoma,325,50,Late Proterozoic,Cambrian,k1,,,
NAM,66,-78,-72,45,46,295,Ottawa-Bonnechere,420,110,Late Proterozoic,Cambrian,k21,g1,,
NAM,67,-110,,32,,NE,Tucson,400,100,,,k1,g3,,
NAM,68,-116,,36,,WNW,Aramagosa,200,100,,,k1,g3,,
NAM,69,-113,-112,36,37.5,NW,Grand Canyon,225,60,,,k1,g3,,
NAM,70,-110,-107.75,37,,E,Four Corners,350,60,,,k1,g3,,
NAM,71,-118,-108,46,49,"NW,E",Belt Basin,800,320,,,k1,g3,,
NAM,72,-117,-110,49,51,NE,Moyie and Dibble Creek,450,60,,,k1,g3,,
NAM,73,-124,-120,63,68,35,Hornby,450,200,,,k1,,,
NAM,74,-98,-75,37,42,"NE,NNE",Midcontinent Rift,2000,55,,,k42,g3,,
NAM,75,-64,,55,,NNW,Seal Lake,200,100,,,k1,g1,,
NAM,76,-80,,72,,WNW,Baffin Island,300,170,,,k1,g1,,
NAM,77,-65,,78,,WNW,Thulean Rifts,100,50,,,k1,g1,,
NAM,78,-110,-105,64,68,N,Bathurst,400,50,,,k31,g1,k32,
NAM,79,-78,,57.5,,E,Richmond Gulf,170,70,,,k1,g3,,
NAM,80,-70,,56.5,,E,Cambrien Lake,180,50,,,k1,g3,,
CAM,1,-72.3,,18.55,,E,Port-au-Prince,40,20,Holocene,,k32,g1,,
CAM,2,-76,,19.5,,ENE,Cayman Ridge,50,10,Holocene,,k32,g1,,
CAM,3,-73.75,,20,,NNE,Windward Passage,120,20,Holocene,,k32,g1,,
CAM,4,-70.75,,18.83,,NE,Maimon,10,0.5,Holocene,,k32,g1,,
CAM,5,-73.25,,18.5,,E,Clonard,50,10,Quaternary,,k32,g1,,
CAM,6,-73,,18.5,,E,Mirogoane Lakes,40,7,Quaternary,,k32,g1,,
CAM,7,-82.45,,7.75,,WNW,Montuosa,40,15,Late Pliocene,,k32,g1,k411,g1
CAM,8,-81.75,-80.75,7,7.75,NE,Cebaco,165,120,Late Pliocene,,k32,g1,k411,g1
CAM,9,-73.58,,18.25,,NW,Camp Perrin,20,,Pliocene,,k32,g1,,
CAM,10,-70.62,,18.53,,ESE,L'Asile,40,10,Pliocene,,k32,g1,,
CAM,11,-75.5,,18,,ENE,Navassa,150,25,Pliocene,,k32,g1,,
CAM,12,-76.75,-76.58,15.58,17.92,NNE,Yallahs,25,13,Pliocene,,k32,g1,,
CAM,13,-78.5,,8.33,,NW,Sambu,110,30,Late Miocene,,k32,g1,,
CAM,14,-76.5,,19,,E,Cauto,110,50,middle Miocene,,k32,g1,,
CAM,15,-76.65,,18.8,,E,Low Layton,10,5,Miocene,,k32,g1,,
CAM,16,-90.6,,14.63,,WNW,Pacaya,20,0,Miocene,,k411,g1,,g2
CAM,17,-89.82,,13.95,,WNW,Ahuachapan,50,30,Miocene,,k411,g1,,g2
CAM,18,-88.5,-90,15.5,15.75,ENE,Lake Izabal,125,20,Miocene,,k32,g1,,
CAM,19,-90,-88,14.75,15.75,NE,Jocotan,200,20,Miocene,,k32,g4,,
CAM,20,-88,,14.75,15.5,N,Ulua,90,30,Miocene,,k32,g1,,
CAM,21,-89.75,-89.5,14.17,14.83,N,Ipala,60,25,Miocene,,k32,g4,,
CAM,22,-90.37,,14.64,,NNE,Guatemala City,30,10,Miocene,,k32,g4,,
CAM,23,-89.5,-89.75,14.17,14.83,ENE,Middle America Trench,300,100,Miocene,,k32,g1,,
CAM,24,-88,-84,10,13,NW,Lake Nicaragua,500,65,latest Oligocene,,k411,g1,,g3
CAM,25,-101,-97,17,26,NNW,Sierra Madre Oriental,700,150,Oligocene,,k411,g2,,
CAM,26,-115,-100,20,34,"NNW,NNE",Piman,2100,800,Oligocene,,k411,g4,k31,g4
CAM,27,-63.75,,18,,ENE,Anegada,130,20,Oligocene,Neogene,k32,g1,,
SAM,1,-73.5,,12.5,,NE,Rancheria,75,40,Holocene,,k32,g1,,
SAM,2,-67.5,,10.25,,E,Lake Valencia,175,20,Pleistocene,,k32,g1,,
SAM,3,-78,-77,-10,-8.5,NNW,Cordillera Blanca,170,10,Pliocene,Quaternary,k411,g1,k31,g1
SAM,4,-73.5,-71,-14.5,-13.25,"E,NW,WNW",Cuzco-Vilcanota,350,12,Pliocene,Quaternary,k411,g1,k3,g1
SAM,5,-79.5,-77.5,-3.5,-1,NNE,Quito,250,30,Pliocene,Quaternary,k413,g3,k32,g3
SAM,6,-66.25,,10.42,,E,Santa Lucia,40,10,Pliocene,,k32,g1,,
SAM,7,-66.25,,10.58,,E,Guarenas,50,20,Pliocene,,k32,g1,,
SAM,8,-78,,-7.33,,"ESE,NW,NNW",northern Peru,95,11,early Miocene,,k411,g1,k3,g1
SAM,9,-70,,-27,-18,N,Pampa del Tamarugal,900,225,Miocene,Pliocene,k31,g3,,
SAM,10,-69,-68,10,10.5,ENE,San Felipe,125,20,Late Cenozoic,,k32,g1,,
SAM,11,-71.5,-70,10.83,,E,Ancon,150,25,Oligocene,Miocene,k32,g3,,
SAM,12,-71,-70.5,10.75,12,NW,Urumaco,200,50,Oligocene,Miocene,k32,g3,,
SAM,13,-70,-68.25,10.75,11.5,E,Falcon,150,100,Oligocene,Miocene,k32,g3,,
SAM,14,-68.25,-66.75,10.67,,E,Gulf of Triste,180,40,Oligocene,Miocene,k32,g3,,
SAM,15,-65.83,-64,10.67,,E,Cariaco Trench,130,30,Oligocene,Miocene,k32,g3,,
SAM,16,-71.5,-70.75,12,12.75,NW,Chichibacoa,100,35,Oligocene,Miocene,k32,g3,,
SAM,17,-70.83,-69.75,12,12.83,NW,Los Monjes,70,70,Oligocene,Miocene,k32,g3,,
SAM,18,-70,-69.17,12,12.83,NW,Aruba,130,40,Oligocene,Miocene,k32,g3,,
SAM,19,-69,-68.33,12,12.42,NW,Curacao,80,40,Oligocene,Miocene,k32,g3,,
SAM,20,-68.33,-67.83,12,12.42,NW,Las Aves,100,40,Oligocene,Miocene,k32,g3,,
SAM,21,-66.42,-67.83,12.58,,ESE,Los Roques N,160,20,Oligocene,Miocene,k32,g3,,
SAM,22,-67.67,-67,11.83,12.42,NW,Los Roques S,100,30,Oligocene,Miocene,k32,g3,,
SAM,23,-69,-65,11,12,E,Bonaire,350,115,Oligocene,Miocene,k32,g3,,
SAM,24,-65.75,-64.5,10.75,11.33,NNW,La Orchila,200,50,Oligocene,Miocene,k411,g1,,
SAM,25,-79.5,-77,-14.5,-10,NW,Lima,550,70,Oligocene,,k411,g1,,
SAM,26,-80,-78,-11.5,-7,NW,Salaverry,550,100,Oligocene,,k411,g1,,
SAM,27,-71.25,-72.5,-18.5,-17.25,NW,Arequipa,150,50,Oligocene,,k411,g1,,
SAM,28,-71.5,-70.5,-19.5,-18.17,N,Arica,130,50,Oligocene,,k411,g1,,
SAM,29,-70.75,-70.25,-20.75,-19.5,N,Iquique,120,20,Oligocene,,k411,g1,,
SAM,30,-61.5,,10.25,,E,Southern Trinidad,50,25,Oligocene,,k32,g1,k31,g3
SAM,31,-61.5,,10.5,,E,Caroni,50,20,Oligocene,,k32,g1,k31,g3
SAM,32,-73,,-43,-42,N,Ayacara,160,60,Oligocene,Neogene,k32,g1,,
SAM,33,-81,,-3,,"E,ENE",Progreso,160,150,middle Eocene,,k32,g1,,
SAM,34,-81,-80,-7,-4.5,"N,NNW",Sechura-Talara,510,170,Paleocene,,k411,g3,,
SAM,35,-46,-40,-2.5,-1,WNW,Barreirinhas,700,170,middle Albian,,k32,g3,,
SAM,36,-67.5,-61,-27,-20,"NNE,ENE,NW,N",Oran,800,150,Early Cretaceous,,k1,g2,,
SAM,37,-65.5,-64,-30,-28,N,Salinas Grandes,250,100,Early Cretaceous,,k1,g2,,
SAM,38,-39.25,-38,-17,-15,NNE,Jequitinhonha,200,50,Late Jurassic,,k1,g2,,
SAM,39,-54,-48,-34,-30,NE,Pelotas,800,200,Early Cretaceous,,k1,g2,,
SAM,40,-40,-38.5,-20,-17,"NNE,ENE",Espirito Santo,350,100,Early Cretaceous,,k1,g2,,
SAM,41,-56,,-34,,ENE,Canelones,500,60,Late Jurassic,Early Cretaceous,k1,g2,k33,g1
SAM,42,-37.25,-35,-11.5,-8.5,NE,Sergipe and Alagoas,350,50,Late Jurassic,,k1,g2,,
SAM,43,-41,-40,-23,21,NE,Campos,250,140,Late Jurassic,,k1,g2,,
SAM,44,-48,-43,-27,-23.5,NE,Santos,600,130,Late Jurassic,,k1,g2,,
SAM,45,-39,-37,-13,-8,"N,ENE",Reconcavo-Tucano-Jatoba,650,100,Late Jurassic,,k1,g2,,
SAM,46,-61,-54,-38,-34,NW,Salado,880,200,Late Jurassic,,k1,g2,k33,g1
SAM,47,-65,-63.5,-35.5,-33,N,Laboulaye,300,150,Late Jurassic,,k1,g2,,
SAM,48,-63.5,,-37,-35.5,NNW,Macachin,250,75,Late Jurassic,,k1,g2,,
SAM,49,-64,-56,-38,-40,WNW,Colorado,700,170,Late Jurassic,,k1,g2,,
SAM,50,-63.5,,-42.5,,NNW,Valdez,200,100,Middle Jurassic,Late Jurassic,k33,g1,,
SAM,51,-62,,-44,-41,N,Rawson,300,80,Middle Jurassic,,k33,g1,,
SAM,52,-62,-58,-50,-47,"N,NE,NW",Malvinas Norte,400,300,Middle Jurassic,,k32,g4,,
SAM,53,-60,-45,-52,-48,NW,Falkland Spur,100,350,Middle Jurassic,,k32,g4,,
SAM,54,-66.75,-61,8,9.5,NE,Espino,220,100,Bathonian,,k1,g1,k1,g2
SAM,55,-59,-57,4,6,NE,Tacutu third arm,270,40,Toarcian,Pliensbachian,k1,g2,,
SAM,56,-61,-58.5,2.5,4,ENE,Tacutu third arm,330,40,Toarcian,Pliensbachian,k1,g2,,
SAM,57,-71,-66,-47,-45,"E,ENE,NE",San Jorge,390,130,Early Jurassic,,k1,g2,,
SAM,58,-73,,-38,-34.5,"N,NNW",Arauco,400,110,Late Triassic,Early Jurassic,k411,g3,,
SAM,59,-72,-66,-40,-36,NW,Neuquen,600,150,Triassic,Jurassic,k411,g3,,
SAM,60,-72,-68,-53,-48,"N,NNW",Magallanes,600,70,Late Triassic,,k411,g3,,
SAM,61,-71.5,,-44,-39,N,Nirihuau,300,100,Middle Triassic,,k411,g3,,
SAM,62,-70,,-29,-24,"N,NW",Ternera,500,60,Early Triassic,,k411,g3,,
SAM,63,-70,,-30.5,-28,NNW,Alto del Carmen,300,100,Early Triassic,,k411,g3,,
SAM,64,-70,-66,-50,-46,"330,345",Cuyo,550,30,Early Triassic,,k411,g3,,
SAM,65,-71,-68,-36,-29,NNW,Deseado,750,50,Early Triassic,,k411,g3,,
SAM,66,-76,-62,-53.5,-50,"NW,NE",Malvinas,600,300,Late Triassic,Late Jurassic,k411,g3,,
SAM,67,-62,-50,-5,0,"E,ENE",Amazon,1000,110,Late Cambrian,,k421,g1,k421,g2
SAM,68,-61.5,-59,4.25,6.75,NW,Roraima,330,110,,,k1,g1,k1,g2
ANT,1,-63,-56,-66.5,-63,NE,Larsen,300,50,Pliocene,,k411,g3,,
ANT,2,-56,,-63,,NE,Prince Gustav,100,50,Pliocene,,k411,g3,,
ANT,3,-60,-52.5,-64,-62,NE,Bransfield,400,50,Pliocene,,k411,g3,,
ANT,4,-75,-70,-73,-70,NE,King George VI,500,75,Late Cretaceous,Cenozoic,k411,g3,,
ANT,5a,-65,-30,-85,-75,NE,Crary-Thiel,1100,150,Cenozoic,,k31,,,
ANT,5b,-120,-75,-82,-75,ENE,Byrd-Bentley subglacial,1100,400,middle Cretaceous,Neogene,k31,g4,,
ANT,5c,-165,-160,-85,-70,"N,NE",Ross Sea,2000,1000,middle Cretaceous,Neogene,k31,g4,,
ANT,6,117,,-73,,NNW,Aurora,350,60,,,k1,,,
ANT,7,100,,-69.5,-66.5,NNW,Denman,270,75,Cretaceous,,k1,,,
ANT,8,35,50,-77,-69,"NW,N",Shirase,1000,150,Early Cretaceous,,k1,g2,k1,g3
ANT,9,135,,-90,,"N,NW",Polar,1800,100,Early Cretaceous,,k1,g2,k1,g3
ANT,10,30,,-74,-68,N,Belgica Fjella,650,250,Middle Jurassic,Earliest Cretaceous,k1,,,
ANT,11,-35,-20,-75,-72,NE,Weddell,600,50,Middle Jurassic,,k22,g2,,
ANT,12,0,,-75,-70,"N,NW",Pencksokket,500,175,Middle Jurassic,,k1,g2,,
ANT,13,125,153,-80,-67.5,"N,NE",Wilkes Land,1500,1000,Early Jurassic,Middle Jurassic,k1,g3,k1,g4
ANT,14,60,75,-85,-65,"N,NE,NW",Lambert Rift,2000,200,Late Permian,Early Cretaceous,k1,g2,k1,g3
ANT,15,60,,-68,-65,N,Stefansson Bay,350,75,Permian,,k411,g3,k32,g3
ANT,16,57.5,,-67,-65,N,Magnet Bay,200,60,Permian,,k411,g3,k32,g3
